Index,OEM,Model,Launch Announced,Launch Status,Body Dimensions,Body Weight,Body SIM,Display Type,Display Size,Display Resolution,Features Sensors,Platform OS
893,Haier,V190,2004,Discontinued,106 x 46 x 18.8 mm (4.17 x 1.81 x 0.74 in),90 g (3.17 oz),Mini-SIM,65K colors,,"128 x 128 pixels,1:1 ratio",V1
894,Haier,V100,2004,Discontinued,106 x 46 x 18.8 mm (4.17 x 1.81 x 0.74 in),90 g (3.17 oz),Mini-SIM,65K colors,,"128 x 128 pixels,1:1 ratio",V1
895,Haier,P5,2003,Discontinued,135 x 28 x 18 mm (5.31 x 1.10 x 0.71 in),75 g (2.65 oz),Mini-SIM,Monochrome,,"64 x 102 pixels,16:10 ratio",V1
896,Haier,Z8000,2004,Discontinued,83 x 44 x 23.8 mm (3.27 x 1.73 x 0.94 in),90 g (3.17 oz),Mini-SIM,4096 colors,,"128 x 128 pixels,1:1 ratio",V1
897,Honor,8S 2020,2020,May 27","Available. Released 2020,May 27",147.1 x 70.8 x 8.5 mm (5.79 x 2.79 x 0.33 in),146 g (5.15 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
898,Honor,Play4,2020,June 03","Available. Released 2020,June 13",170 x 78.5 x 8.9 mm (6.69 x 3.09 x 0.35 in),213 g (7.51 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
899,Honor,Play4 Pro,2020,June 03","Available. Released 2020,June 10",162.7 x 75.8 x 8.9 mm (6.41 x 2.98 x 0.35 in),213 g (7.51 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
900,Honor,X10 5G,2020,May 20","Available. Released 2020,May 26",163.7 x 76.5 x 8.8 mm (6.44 x 3.01 x 0.35 in),203 g (7.16 oz),"Dual SIM (Nano-SIM,dual stand-by)","LTPS IPS LCD capacitive touchscreen,16M colors"
901,Honor,V6,2020,May 19","Available. Released 2020,June 15",245.2 x 154.9 x 7.8 mm (9.65 x 6.10 x 0.31 in),480 g (1.06 lb),No,"IPS LCD capacitive touchscreen,16M colors","10.4 inches
902,Honor,9A,2020,April 29","Available. Released 2020,May 04",159.1 x 74.1 x 9 mm (6.26 x 2.92 x 0.35 in),185 g (6.53 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
903,Honor,9C,2020,April 29","Available. Released 2020,May 04",159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in),176 g (6.21 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
904,Honor,9S,2020,April 29","Available. Released 2020,May 04",146.5 x 70.9 x 8.4 mm (5.77 x 2.79 x 0.33 in),144 g (5.08 oz),"Dual SIM (Nano-SIM,dual stand-by)","Capacitive touchscreen,16M colors"
905,Honor,9X Lite,2020,April 17","Available. Released 2020,May 14",160.4 x 76.6 x 7.8 mm (6.31 x 3.02 x 0.31 in),188 g (6.63 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
906,Honor,30 Pro+,2020,April 15","Available. Released 2020,April 21",160.3 x 73.6 x 8.4 mm (6.31 x 2.90 x 0.33 in),190 g (6.70 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","OLED capacitive touchscreen,16M colors"
907,Honor,30 Pro,2020,April 15","Available. Released 2020,April 21",160.3 x 73.6 x 8.4 mm (6.31 x 2.90 x 0.33 in),186 g (6.56 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","OLED capacitive touchscreen,16M colors"
908,Honor,30,2020,April 15","Available. Released 2020,April 21",160.3 x 74.2 x 8.1 mm (6.31 x 2.92 x 0.32 in),185 g (6.53 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","OLED capacitive touchscreen,16M colors"
909,Honor,20e,2020,April 16","Available. Released 2020,April 27",154.8 x 73.6 x 8 mm (6.09 x 2.90 x 0.31 in),164 g (5.78 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
910,Honor,Play 4T Pro,2020,April 09","Available. Released 2020,April 09",157.4 x 73.2 x 7.8 mm (6.20 x 2.88 x 0.31 in),165 g (5.82 oz),"Dual SIM (Nano-SIM,dual stand-by)","OLED capacitive touchscreen,16M colors"
911,Honor,Play 4T,2020,April 09","Available. Released 2020,April 14",159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in),176 g (6.21 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
912,Honor,8A 2020,2020,April 10","Available. Released 2020,April 15",156.3 x 73.5 x 8.2 mm (6.15 x 2.89 x 0.32 in),150 g (5.29 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
913,Honor,8A Prime,2020,March 30","Available. Released 2020,March 30",156.3 x 73.5 x 8.2 mm (6.15 x 2.89 x 0.32 in),150 g (5.29 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
914,Honor,30S,2020,March 30","Available. Released 2020,April 07",162.3 x 75 x 8.6 mm (6.39 x 2.95 x 0.34 in),190 g (6.70 oz),"Dual SIM (Nano-SIM,dual stand-by)","LTPS IPS LCD capacitive touchscreen,16M colors"
915,Honor,Play 9A,2020,March 30","Available. Released 2020,April 03",159.1 x 74.1 x 9 mm (6.26 x 2.92 x 0.35 in),185 g (6.53 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
916,Honor,View30 Pro,2020,February 24","Available. Released 2020,April 27",162.7 x 75.8 x 8.8 mm (6.41 x 2.98 x 0.35 in),206 g (7.27 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
917,Honor,View30,2020,February 24","Available. Released 2020,April 27",162.7 x 75.8 x 8.9 mm (6.41 x 2.98 x 0.35 in),213 g (7.51 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
918,Honor,V30 Pro,2019,November","Available. Released 2019,December",162.7 x 75.8 x 8.8 mm (6.41 x 2.98 x 0.35 in),206 g (7.27 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
919,Honor,MagicWatch 2,2019,November","Available. Released 2019,December",45.9 x 45.9 x 10.7 mm (1.81 x 1.81 x 0.42 in),41 g (1.45 oz),No,"OLED capacitive touchscreen,16M colors","1.39 inches
920,Honor,9X,2019,October 28","Available. Released 2019,November 14",163.5 x 77.3 x 8.8 mm (6.44 x 3.04 x 0.35 in),196.8 g (6.95 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","LTPS IPS LCD capacitive touchscreen,16M colors"
921,Honor,20 lite (China),2019,October","Available. Released 2019,October",157.2 x 73.2 x 7.7 mm (6.19 x 2.88 x 0.30 in),171.5 g (6.07 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","AMOLED capacitive touchscreen,16M colors"
922,Honor,Play 3e,2019,September","Available. Released 2019,September",147.1 x 70.8 x 8.5 mm (5.79 x 2.79 x 0.33 in),146 g (5.15 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
923,Honor,Play 3,2019,September","Available. Released 2019,September",159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in),176 g (6.21 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
924,Honor,20S,2019,September","Available. Released 2019,October",154.3 x 74 x 7.9 mm (6.07 x 2.91 x 0.31 in),172 g (6.07 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
925,Honor,9X Pro,2019,July 23","Available. Released 2019,August 09",163.5 x 77.3 x 8.8 mm (6.44 x 3.04 x 0.35 in),202 g (7.13 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","LTPS IPS LCD capacitive touchscreen,16M colors"
926,Honor,9X (China),2019,July","Available. Released 2019,July",163.1 x 77.2 x 8.8 mm (6.42 x 3.04 x 0.35 in),206 g (7.27 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by)","LTPS IPS LCD capacitive touchscreen,16M colors"
927,Honor,8S,2019,April","Available. Released 2019,April",147.1 x 70.8 x 8.5 mm (5.79 x 2.79 x 0.33 in),146 g (5.15 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
928,Honor,Pad 5 10.1,2019,June","Available. Released 2019,July",243 x 164 x 7.8 mm (9.57 x 6.46 x 0.31 in),,Nano-SIM,"IPS LCD capacitive touchscreen,16M colors","10.1 inches
929,Honor,Pad 5 8,2019,June","Available. Released 2019,July",204.2 x 122.2 x 8.2 mm (8.04 x 4.81 x 0.32 in),,Nano-SIM,"IPS LCD capacitive touchscreen,16M colors","8.0 inches
930,Honor,20 Pro,2019,May","Available. Released 2019,July",154.6 x 74 x 8.4 mm (6.09 x 2.91 x 0.33 in),182 g (6.42 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
931,Honor,20,2019,May","Available. Released 2019,June",154.3 x 74 x 7.9 mm (6.07 x 2.91 x 0.31 in),174 g (6.14 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
932,Honor,20 lite,2019,April","Available. Released 2019,April",154.8 x 73.6 x 8 mm (6.09 x 2.90 x 0.31 in),164 g (5.78 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by)","LTPS IPS LCD capacitive touchscreen,16M colors"
933,HP,Slate8 Pro,2013,December. Released 2013,December",Discontinued,220 x 141.5 x 9.9 mm (8.66 x 5.57 x 0.39 in),453.6 g (1.00 lb),No,"Capacitive touchscreen,16M colors","8.0 inches
934,HTC,U20 5G,2020,June 16","Coming soon. Exp. release 2020,July",171.2 x 78.1 x 9.4 mm (6.74 x 3.07 x 0.37 in),215.5 g (7.62 oz),"Dual SIM (Nano-SIM,dual stand-by)","Capacitive touchscreen,16M colors"
935,HTC,Desire 20 Pro,2020,June 16","Coming soon. Exp. release 2020,July",162 x 77 x 9.4 mm (6.38 x 3.03 x 0.37 in),201 g (7.09 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
936,HTC,Wildfire R70,2020,February 27","Coming soon. Exp. release 2020,Q3",163.2 x 77.8 x 8.9 mm (6.43 x 3.06 x 0.35 in),186 g (6.56 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
937,HTC,Desire 19s,2019,November 14","Available. Released 2019,November 14",156.2 x 74.8 x 8.5 mm (6.15 x 2.94 x 0.33 in),170 g (6.00 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
938,HTC,Exodus 1s,2019,October 19","Available. Released 2019,December",154.2 x 72.7 x 8.3 mm (6.07 x 2.86 x 0.33 in),150 g (5.29 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
939,HTC,Wildfire X,2019,August 14","Available. Released 2019,August 22",156.7 x 74.9 x 8 mm (6.17 x 2.95 x 0.31 in),160 g (5.64 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
940,HTC,U19e,2019,June 11","Available. Released 2019,June 11",156.6 x 75.9 x 8 mm (6.17 x 2.99 x 0.31 in),180 g (6.35 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","OLED capacitive touchscreen,16M colors"
941,HTC,Desire 19+,2019,June 11","Available. Released 2019,August 07",156.2 x 74.8 x 8.5 mm (6.15 x 2.94 x 0.33 in),170 g (6.00 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
942,HTC,Schubert,,Discontinued,,,Mini-SIM,"TFT capacitive touchscreen,16M colors",,,"Accelerometer
943,Huawei,Enjoy 20 Pro,2020,June 19","Coming soon. Exp. release 2020,June 24",160 x 75.3 x 8.4 mm (6.30 x 2.96 x 0.33 in),192 g (6.77 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
944,Huawei,Enjoy Z 5G,2020,May 24","Available. Released 2020,June 03",160 x 75.3 x 8.4 mm (6.30 x 2.96 x 0.33 in),182 g (6.42 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
945,Huawei,P Smart S,2020,June 09","Available. Released 2020,June 09",157.4 x 73.2 x 7.8 mm (6.20 x 2.88 x 0.31 in),163 g (5.75 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","OLED capacitive touchscreen,16M colors"
946,Huawei,Y8p,2020,May 18","Available. Released 2020,June 15",157.4 x 73.2 x 7.8 mm (6.20 x 2.88 x 0.31 in),163 g (5.75 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","OLED capacitive touchscreen,16M colors"
947,Huawei,P40 lite 5G,2020,May 15","Available. Released 2020,May 28",162.3 x 75 x 8.6 mm (6.39 x 2.95 x 0.34 in),189 g (6.67 oz),"Dual SIM (Nano-SIM,dual stand-by)","LTPS IPS LCD capacitive touchscreen,16M colors"
948,Huawei,P30 Pro New Edition,2020,May 12","Available. Released 2020,June 01",158 x 73.4 x 8.4 mm (6.22 x 2.89 x 0.33 in),192 g (6.77 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by)","OLED capacitive touchscreen,16M colors"
949,Huawei,MatePad T8,2020,May 07","Available. Released Exp. release 2020,May 19",199.7 x 121.1 x 8.6 mm (7.86 x 4.77 x 0.34 in),310 g (10.93 oz),Nano-SIM,"IPS LCD capacitive touchscreen,16M colors","8.0 inches
950,Huawei,Y8s,2020,May 6","Available. Released 2020,May 21",162.4 x 77.1 x 8.1 mm (6.39 x 3.04 x 0.32 in),180 g (6.35 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
951,Huawei,Y6p,2020,May 05","Available. Released 2020,May 06",159.1 x 74.1 x 9 mm (6.26 x 2.92 x 0.35 in),185 g (6.53 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
952,Huawei,Y5p,2020,May 05","Available. Released 2020,May 06",146.5 x 70.9 x 8.4 mm (5.77 x 2.79 x 0.33 in),144 g (5.08 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
953,Huawei,P smart 2020,2020,April 29","Available. Released 2020,May 8",155.2 x 73.4 x 8 mm (6.11 x 2.89 x 0.31 in),160 g (5.64 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","LTPS IPS LCD capacitive touchscreen,16M colors"
954,Huawei,nova 7 Pro 5G,2020,April 23","Available. Released 2020,April 28",160.4 x 73.7 x 8 mm (6.31 x 2.90 x 0.31 in),178 g (6.28 oz),"Dual SIM (Nano-SIM,dual stand-by)","OLED capacitive touchscreen,16M colors"
955,Huawei,nova 7 5G,2020,April 23","Available. Released 2020,April 28",160.6 x 74.3 x 8 mm (6.32 x 2.93 x 0.31 in),180 g (6.35 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM,dual stand-by)","OLED capacitive touchscreen,16M colors"
956,Huawei,nova 7 SE,2020,April 23","Available. Released 2020,April 28",162.3 x 75 x 8.6 mm (6.39 x 2.95 x 0.34 in),189 g (6.67 oz),"Dual SIM (Nano-SIM,dual stand-by)","LTPS IPS LCD capacitive touchscreen,16M colors"
957,Huawei,MatePad,2020,April 23","Available. Released 2020,April 28",245.2 x 155 x 7.4 mm (9.65 x 6.10 x 0.29 in),450 g (0.99 lb),Nano-SIM,"IPS LCD capacitive touchscreen,16M colors","10.4 inches
958,Huawei,Watch GT 2e,2020,March 26","Available. Released 2020,April 20",53 x 46.8 x 10.8 mm (2.09 x 1.84 x 0.43 in),43 g (1.52 oz),No,"AMOLED capacitive touchscreen,16M colors","1.39 inches
959,Huawei,P40 Pro+,2020,March 26","Available. Released 2020,June 06",158.2 x 72.6 x 9 mm (6.23 x 2.86 x 0.35 in),226 g (7.97 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by)","OLED capacitive touchscreen,16M colors"
960,Huawei,P40 Pro,2020,March 26","Available. Released 2020,April 07",158.2 x 72.6 x 9 mm (6.23 x 2.86 x 0.35 in),209 g (7.37 oz),"Single SIM (Nano-SIM/eSIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by)","OLED capacitive touchscreen,16M colors"
961,Huawei,P40,2020,March 26","Available. Released 2020,April 07",148.9 x 71.1 x 8.5 mm (5.86 x 2.80 x 0.33 in),175 g (6.17 oz),"Single SIM (Nano-SIM/eSIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by)","OLED capacitive touchscreen,16M colors"
962,Huawei,P40 lite E,2020,March 04","Available. Released 2020,March 12",159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in),176 g (6.21 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
963,Huawei,P40 lite,2020,February 27","Available. Released 2020,March 02",159.2 x 76.3 x 8.7 mm (6.27 x 3.00 x 0.34 in),183 g (6.46 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","LTPS IPS LCD capacitive touchscreen,16M colors"
964,Huawei,MatePad Pro 5G,2020,February 24","Available. Released 2020,May 27",246 x 159 x 7.2 mm (9.69 x 6.26 x 0.28 in),460 g (1.01 lb),Nano-SIM,"IPS LCD capacitive touchscreen,16M colors","10.8 inches
965,Huawei,Mate Xs,2020,February 24","Available. Released 2020,March 05",Unfolded: 161.3 x 146.2 x 5.4 mmFolded: 161.3 x 78.5 x 11 mm,300 g (10.58 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","Foldable OLED capacitive touchscreen,16M colors"
966,Huawei,P30 lite New Edition,2020,January 14","Available. Released 2020,January 14",152.9 x 72.7 x 7.4 mm (6.02 x 2.86 x 0.29 in),152.9 g (5.40 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
967,Huawei,Y7p,2020,February 07","Available. Released 2020,February 07",159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in),176 g (6.21 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
968,Huawei,nova 7i,2020,January 30","Available. Released 2020,February 14",159.2 x 76.3 x 8.7 mm (6.27 x 3.00 x 0.34 in),183 g (6.46 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by)","LTPS IPS LCD capacitive touchscreen,16M colors"
969,Huawei,Y6s (2019),2020,January 30","Available. Released 2020,May",156.3 x 73.5 x 8 mm (6.15 x 2.89 x 0.31 in),150 g (5.29 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
970,Huawei,P smart Pro 2019,2019,December","Available. Released 2019,December",163.1 x 77.2 x 8.8 mm (6.42 x 3.04 x 0.35 in),206 g (7.27 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","LTPS IPS LCD capacitive touchscreen,16M colors"
971,Huawei,nova 6 5G,2019,December","Available. Released 2019,December",162.7 x 75.8 x 9 mm (6.41 x 2.98 x 0.35 in),212 g (7.48 oz),"Dual SIM (Nano-SIM,dual stand-by)","LTPS IPS LCD capacitive touchscreen,16M colors"
972,Huawei,nova 6,2019,December","Available. Released 2019,December",162.6 x 75.7 x 8.6 mm (6.40 x 2.98 x 0.34 in),197 g (6.95 oz),"Dual SIM (Nano-SIM,dual stand-by)","LTPS IPS LCD capacitive touchscreen,16M colors"
973,Huawei,nova 6 SE,2019,December","Available. Released 2019,December",159.2 x 76.3 x 8.7 mm (6.27 x 3.00 x 0.34 in),183 g (6.46 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","LTPS IPS LCD capacitive touchscreen,16M colors"
974,Huawei,MatePad Pro,2019,November 25","Available. Released 2019,December 12",246 x 159 x 7.2 mm (9.69 x 6.26 x 0.28 in),460 g (1.01 lb),Nano-SIM,"IPS LCD capacitive touchscreen,16M colors","10.8 inches
975,Huawei,Y9s,2019,November 08","Available. Released 2019,November 08",163.1 x 77.2 x 8.8 mm (6.42 x 3.04 x 0.35 in),206 g (7.27 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","LTPS IPS LCD capacitive touchscreen,16M colors"
976,Huawei,nova 5z,2019,October","Available. Released 2019,November",156.1 x 73.9 x 8.3 mm (6.15 x 2.91 x 0.33 in),178 g (6.28 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","LTPS IPS LCD capacitive touchscreen,16M colors"
977,Huawei,Enjoy 10s,2019,October 28","Available. Released 2019,November",157.4 x 73.2 x 7.8 mm (6.20 x 2.88 x 0.31 in),163 g (5.75 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","OLED capacitive touchscreen,16M colors"
978,Huawei,Enjoy 10,2019,October","Available. Released 2019,November",159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in),176 g (6.21 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
979,Huawei,Mate 30 RS Porsche Design,2019,September","Available. Released 2019,November",158.1 x 73.1 x 9.3 mm (6.22 x 2.88 x 0.37 in),198 g (6.98 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","OLED capacitive touchscreen,16M colors"
980,Huawei,Mate 30 Pro 5G,2019,September 19","Available. Released 2019,October 23",158.1 x 73.1 x 8.8 mm (6.22 x 2.88 x 0.35 in),198 g (6.98 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","OLED capacitive touchscreen,16M colors"
981,Huawei,Mate 30 Pro,2019,September 19","Available. Released 2019,September 26",158.1 x 73.1 x 8.8 mm (6.22 x 2.88 x 0.35 in),198 g (6.98 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by)","OLED capacitive touchscreen,16M colors"
982,Huawei,Mate 30 5G,2019,September","Available. Released 2019,October",160.8 x 76.1 x 8.4 mm (6.33 x 3.00 x 0.33 in),196 g (6.91 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","OLED capacitive touchscreen,16M colors"
983,Huawei,Mate 30,2019,September","Available. Released 2019,September",160.8 x 76.1 x 8.4 mm (6.33 x 3.00 x 0.33 in),196 g (6.91 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by)","OLED capacitive touchscreen,16M colors"
984,Huawei,Watch GT 2,2019,September","Available. Released 2019,October",45.9 x 45.9 x 10.7 mm (1.81 x 1.81 x 0.42 in),41 g (1.45 oz),No,"OLED capacitive touchscreen,16M colors","1.39 inches
985,Huawei,nova 5i Pro,2019,July","Available. Released 2019,July",156.1 x 73.9 x 8.3 mm (6.15 x 2.91 x 0.33 in),178 g (6.28 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","LTPS IPS LCD capacitive touchscreen,16M colors"
986,Huawei,Enjoy 10 Plus,2019,September","Available. Released 2019,September",163.5 x 77.3 x 8.8 mm (6.44 x 3.04 x 0.35 in),163.5 g (5.78 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
987,Huawei,nova 5T,2019,August 27","Available. Released 2019,September 05",154.3 x 74 x 7.8 mm (6.07 x 2.91 x 0.31 in),174 g (6.14 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
988,Huawei,MediaPad M6 10.8,2019,June","Available. Released 2019,July 10",257 x 170 x 7.2 mm (10.12 x 6.69 x 0.28 in),498 g (1.10 lb),Nano-SIM,"IPS LCD capacitive touchscreen,16M colors","10.8 inches
989,Huawei,MediaPad M6 Turbo 8.4,2019,September","Available. Released 2019,September",206.4 x 125.2 x 8.2 mm (8.13 x 4.93 x 0.32 in),340 g (11.99 oz),Nano-SIM,"IPS LCD capacitive touchscreen,16M colors","8.4 inches
990,Huawei,MediaPad M6 8.4,2019,June","Available. Released 2019,July",206.4 x 125.2 x 7.4 mm (8.13 x 4.93 x 0.29 in),320 g (11.29 oz),Nano-SIM,"IPS LCD capacitive touchscreen,16M colors","8.4 inches
991,Huawei,nova 5 Pro,2019,June","Available. Released 2019,June",157.4 x 74.8 x 7.3 mm (6.20 x 2.94 x 0.29 in),171 g (6.03 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","OLED capacitive touchscreen,16M colors"
992,Huawei,nova 5,2019,June","Available. Released 2019,June",157.4 x 74.8 x 7.3 mm (6.20 x 2.94 x 0.29 in),171 g (6.03 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","OLED capacitive touchscreen,16M colors"
993,Huawei,nova 5i,2019,June","Available. Released 2019,June",159.1 x 75.9 x 8.3 mm (6.26 x 2.99 x 0.33 in),178 g (6.28 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
994,Huawei,Y9 Prime (2019),2019,August 01","Available. Released 2019,August 05",163.5 x 77.3 x 8.9 mm (6.44 x 3.04 x 0.35 in),196.8 g (6.95 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM,dual stand-by)","LTPS IPS LCD capacitive touchscreen,16M colors"
995,Huawei,P20 lite (2019),2019,June","Available. Released 2019,July",159.1 x 75.9 x 8.3 mm (6.26 x 2.99 x 0.33 in),178 g (6.28 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by)","LTPS IPS LCD capacitive touchscreen,16M colors"
996,Huawei,P Smart Z,2019,May","Available. Released 2019,June",163.5 x 77.3 x 8.8 mm (6.44 x 3.04 x 0.35 in),196.8 g (6.95 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by)","LTPS IPS LCD capacitive touchscreen,16M colors"
